aten_0.1.m1.25222.m1	GO:0001646; GO:0007165; GO:0016021; GO:0030308; GO:0030435
aten_0.1.m1.32758.m1	GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0072686
aten_0.1.m1.13900.m1	GO:0005109; GO:0005581; GO:0005615; GO:0005737; GO:0016477; GO:0017147; GO:0031012; GO:0032092; GO:0033690; GO:0043932; GO:0045669; GO:0060071; GO:0060122; GO:0090090; GO:0090103; GO:0090177
aten_0.1.m1.1627.m1	GO:0005743; GO:0016021; GO:0043066; GO:0055114; GO:0070469
aten_0.1.m1.11911.m1	GO:0001012; GO:0005634; GO:0007463; GO:0007601; GO:0042067; GO:0043565; GO:0045944; GO:0048054; GO:0050896
aten_0.1.m1.5551.m1	GO:0001503; GO:0001952; GO:0003416; GO:0004714; GO:0005518; GO:0005524; GO:0005886; GO:0005887; GO:0005925; GO:0007155; GO:0007160; GO:0007165; GO:0007169; GO:0008284; GO:0010715; GO:0010763; GO:0015629; GO:0016324; GO:0018108; GO:0030154; GO:0030198; GO:0030199; GO:0030500; GO:0031214; GO:0035988; GO:0038062; GO:0038063; GO:0043235; GO:0045669; GO:0045860; GO:0046777; GO:0048146; GO:0051091; GO:0090091; GO:1903053
aten_0.1.m1.21869.m1	GO:0004842; GO:0005730; GO:0005737; GO:0006915; GO:0007275; GO:0046872
aten_0.1.m1.8238.m1	GO:0003723; GO:0005730; GO:0005737; GO:0042162; GO:1990904
aten_0.1.m1.28051.m1	GO:0005634; GO:0005635; GO:0005737; GO:0005829; GO:0006915; GO:0007253; GO:0008219; GO:0010942; GO:0019901; GO:0019904; GO:0030155; GO:0031072; GO:0031334; GO:0031625; GO:0034098; GO:0042176; GO:0043130; GO:0045740; GO:0048471; GO:0051059; GO:1902043; GO:1903364
aten_0.1.m1.11688.m1	GO:0000209; GO:0003723; GO:0004842; GO:0005737; GO:0019902; GO:0031593; GO:0046872; GO:0061630
aten_0.1.m1.12269.m1	GO:0016021
aten_0.1.m1.1348.m1	GO:0000139; GO:0005615; GO:0010634; GO:0010718; GO:0042803; GO:0070062; GO:0070374
aten_0.1.m1.1867.m1	GO:0005267; GO:0005887; GO:0006813; GO:0006937; GO:0022841; GO:0030322; GO:0036195; GO:0055120; GO:0071805
aten_0.1.m1.32970.m1	GO:0000165; GO:0000209; GO:0002223; GO:0002479; GO:0005634; GO:0005654; GO:0005829; GO:0006281; GO:0006521; GO:0006974; GO:0007275; GO:0010499; GO:0010972; GO:0016504; GO:0016579; GO:0016607; GO:0031145; GO:0031146; GO:0033209; GO:0035093; GO:0038061; GO:0038095; GO:0043161; GO:0043488; GO:0043687; GO:0050852; GO:0055085; GO:0060071; GO:0061418; GO:0070498; GO:0070577; GO:0070628; GO:0090090; GO:0090263; GO:1901990; GO:1902036; GO:1990111
aten_0.1.m1.23510.m1	GO:0004965; GO:0005737; GO:0005886; GO:0005887; GO:0007186; GO:0007194; GO:0007214; GO:0007268; GO:0030054; GO:0038039; GO:0043005; GO:0045211; GO:0046982; GO:0150099; GO:1902710
aten_0.1.m1.6803.m1	GO:0005267; GO:0005764; GO:0005765; GO:0005768; GO:0010008; GO:0016021; GO:0022841; GO:0035751; GO:0071805; GO:0090385
aten_0.1.m1.3765.m1	GO:0000981; GO:0003677; GO:0005634; GO:0007165; GO:0008285; GO:0046872; GO:0046983
aten_0.1.m1.14240.m1	GO:0019904
aten_0.1.m1.23140.m1	GO:0003677; GO:0004003; GO:0005524; GO:0005694; GO:0005737; GO:0006260; GO:0006281; GO:0006310; GO:0006974; GO:0008094; GO:0008270; GO:0009378; GO:0009432; GO:0016887; GO:0017116; GO:0017117; GO:0030894; GO:0032508; GO:0043140; GO:0043590; GO:0046914
aten_0.1.m1.14389.m1	GO:0004842; GO:0005109; GO:0005887; GO:0006511; GO:0016055; GO:0016567; GO:0030178; GO:0038018; GO:0046872; GO:0060173; GO:0060828; GO:0061630; GO:0072089; GO:0090090; GO:2000051; GO:2000095
aten_0.1.m1.19016.m1	GO:0005887; GO:0005892; GO:0007165; GO:0007268; GO:0008144; GO:0015464; GO:0016020; GO:0022848; GO:0030054; GO:0034220; GO:0042166; GO:0042391; GO:0043005; GO:0045202; GO:0045211; GO:0050877; GO:0051291
aten_0.1.m1.36046.m1	GO:0000978; GO:0001228; GO:0002934; GO:0003700; GO:0005634; GO:0005654; GO:0005794; GO:0005829; GO:0006355; GO:0006357; GO:0008544; GO:0031490; GO:0042803; GO:0043231; GO:0043565; GO:0044212; GO:0045616; GO:0045944; GO:0061436
aten_0.1.m1.815.m1	GO:0005576; GO:0016042; GO:0016298; GO:0043231; GO:0044255; GO:0070268
