aten_0.1.m1.32758.m1	U
aten_0.1.m1.11911.m1	K
aten_0.1.m1.5551.m1	T
aten_0.1.m1.21869.m1	-
aten_0.1.m1.8238.m1	E
aten_0.1.m1.28051.m1	T
aten_0.1.m1.8881.m1	-
aten_0.1.m1.21141.m1	T
aten_0.1.m1.5391.m1	-
aten_0.1.m1.25369.m1	-
aten_0.1.m1.1867.m1	U
aten_0.1.m1.23510.m1	EPT
aten_0.1.m1.14240.m1	O
aten_0.1.m1.23140.m1	A
aten_0.1.m1.14389.m1	O
aten_0.1.m1.19016.m1	T
aten_0.1.m1.36046.m1	K
aten_0.1.m1.815.m1	I
aten_0.1.m1.550.m1	-
aten_0.1.m1.10847.m1	-
aten_0.1.m1.1797.m1	K
aten_0.1.m1.18396.m1	O
aten_0.1.m1.13312.m1	A
aten_0.1.m1.9188.m1	-
aten_0.1.m1.21163.m1	DZ
aten_0.1.m1.20210.m1	V
aten_0.1.m1.13450.m1	VW
aten_0.1.m1.21696.m1	F
aten_0.1.m1.36473.m1	O
aten_0.1.m1.31851.m1	T
aten_0.1.m1.13708.m1	-
aten_0.1.m1.25853.m1	BD
aten_0.1.m1.14049.m1	U
aten_0.1.m1.2926.m1	Z
aten_0.1.m1.9047.m1	G
aten_0.1.m1.8266.m1	A
aten_0.1.m1.30542.m1	C
aten_0.1.m1.11800.m1	T
aten_0.1.m1.13438.m1	-
aten_0.1.m1.27922.m1	Z
aten_0.1.m1.3109.m1	K
aten_0.1.m1.3738.m1	E
aten_0.1.m1.35956.m1	E
aten_0.1.m1.22473.m1	B
aten_0.1.m1.17226.m1	O
aten_0.1.m1.23252.m1	B
aten_0.1.m1.7829.m1	J
aten_0.1.m1.24229.m1	O
aten_0.1.m1.28770.m1	J
aten_0.1.m1.15699.m1	L
aten_0.1.m1.10866.m1	T
aten_0.1.m1.16998.m1	E
aten_0.1.m1.4656.m1	J
aten_0.1.m1.9019.m1	G
aten_0.1.m1.21151.m1	O
aten_0.1.m1.17209.m1	O
aten_0.1.m1.23055.m1	Z
aten_0.1.m1.29128.m1	K
aten_0.1.m1.4310.m1	-
aten_0.1.m1.5200.m1	-
aten_0.1.m1.24029.m1	E
aten_0.1.m1.27526.m1	L
aten_0.1.m1.8715.m1	-
aten_0.1.m1.11384.m1	L
aten_0.1.m1.896.m1	E
aten_0.1.m1.1326.m1	M
aten_0.1.m1.21094.m1	E
aten_0.1.m1.9951.m1	T
aten_0.1.m1.30525.m1	M
aten_0.1.m1.28737.m1	IQ
aten_0.1.m1.11248.m1	T
aten_0.1.m1.25338.m1	L
aten_0.1.m1.3603.m1	E
aten_0.1.m1.32907.m1	C
aten_0.1.m1.936.m1	T
aten_0.1.m1.32705.m1	J
aten_0.1.m1.29927.m1	T
aten_0.1.m1.10774.m1	L
aten_0.1.m1.23863.m1	T
aten_0.1.m1.18930.m1	U
aten_0.1.m1.512.m1	T
aten_0.1.m1.21494.m1	J
aten_0.1.m1.25680.m1	L
aten_0.1.m1.32324.m1	IQ
aten_0.1.m1.12595.m1	G
aten_0.1.m1.38149.m1	KT
aten_0.1.m1.28452.m1	-
aten_0.1.m1.32462.m1	-
aten_0.1.m1.1803.m1	F
aten_0.1.m1.24483.m1	L
aten_0.1.m1.38130.m1	T
aten_0.1.m1.12775.m1	T
aten_0.1.m1.31839.m1	O
aten_0.1.m1.32650.m1	O
aten_0.1.m1.14898.m1	U
aten_0.1.m1.33830.m1	-
aten_0.1.m1.22821.m1	T
aten_0.1.m1.35295.m1	B
aten_0.1.m1.12729.m1	TZ
aten_0.1.m1.22431.m1	G
aten_0.1.m1.24579.m1	L
aten_0.1.m1.15023.m1	T
aten_0.1.m1.31133.m1	K
aten_0.1.m1.36570.m1	E
aten_0.1.m1.10261.m1	M
aten_0.1.m1.24876.m1	T
aten_0.1.m1.12615.m1	T
aten_0.1.m1.1696.m1	E
aten_0.1.m1.18740.m1	O
aten_0.1.m1.19204.m1	BD
aten_0.1.m1.1469.m1	DO
aten_0.1.m1.12556.m1	-
aten_0.1.m1.27954.m1	A
aten_0.1.m1.26176.m1	K
